message,label
cap,Non-Toxic
i take the shot you kill,Non-Toxic
GG,Non-Toxic
wtf ebr,Non-Toxic
spot maybe?,Non-Toxic
cmon,Non-Toxic
kill WT,Non-Toxic
GG,Non-Toxic
GG,Non-Toxic
nc,Non-Toxic
cap,Non-Toxic
iam low ammo,Non-Toxic
11 ammo left,Non-Toxic
but iam not,Non-Toxic
3 ammo left,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
WT,Non-Toxic
FUCK,Other Offensive Texts
?,Non-Toxic
?,Non-Toxic
?,Non-Toxic
wthx,Non-Toxic
why u went all there,Non-Toxic
because we can't push other side,Non-Toxic
fff,Other Offensive Texts
draw,Non-Toxic
u should have caped,Non-Toxic
10s difference shouldn't make it a draw,Non-Toxic
ooo i didn.t saw arty is dead,Non-Toxic
цпук?,Non-Toxic
don;'t die ebr be my eyes,Non-Toxic
where,Non-Toxic
udes -100IQ,Non-Toxic
sheridan,Non-Toxic
i spot for u E3,Non-Toxic
pull behind bush,Non-Toxic
heavies hsould be dead in a minute,Non-Toxic
gooo,Non-Toxic
m48 r??ber,Non-Toxic
linke seitre,Non-Toxic
2650 damage :),Non-Toxic
hate this map for tds,Other Offensive Texts
ur insane,Non-Toxic
its a great map,Non-Toxic
for TD and no arty,Non-Toxic
every td camps on 1 line,Other Offensive Texts
??tment a l??v??sem a buldogon,Non-Toxic
"idiot 4190, you cant spot from there",Insults and Flaming
wtf tards go shot,Insults and Flaming
mf idiots,Insults and Flaming
camp well,Non-Toxic
SP,Non-Toxic
m103 can you spot???,Non-Toxic
careful,Non-Toxic
no spot?,Non-Toxic
nice heat,Non-Toxic
"if you like being scammed out of your money, you've come to the right place at wargaming! slightly greasy, but at its best!!! Well done, Vic",Non-Toxic
me,Non-Toxic
as i said: scam-gaming,Other Offensive Texts
nice arty,Non-Toxic
dont shoot,Non-Toxic
mb,Non-Toxic
low roll HE :(,Non-Toxic
dachte HE regelt :(,Non-Toxic
gl,Non-Toxic
riccoshet from Leo xD,Non-Toxic
СКОРП ИДИ НАХ Я ТУТ СТОЯЛ,Non-Toxic
ПРАВИЛЬНО В АНГАР\,Non-Toxic
su,Non-Toxic
t95,Non-Toxic
chieftan I mean,Non-Toxic
yep,Non-Toxic
someone there,Non-Toxic
who tf is spotting me,Non-Toxic
from there,Non-Toxic
gsor,Non-Toxic
here,Non-Toxic
i spot him,Non-Toxic
i spot,Non-Toxic
nice,Non-Toxic
sorry engine was broken xD,Non-Toxic
all lights and all meds and all fast heavys go rush hill,Non-Toxic
hill = win,Non-Toxic
so rush hill,Non-Toxic
Im Spotted at F5!,Non-Toxic
Im Spotted at F6!,Non-Toxic
"nice M 60, thx a lot!!",Non-Toxic
Im Spotted at F6!,Non-Toxic
Im Spotted at F6!,Non-Toxic
Im Spotted at D6!,Non-Toxic
Im Spotted at D6!,Non-Toxic
пидаросыжэ,Insults and Flaming
пидапрская тима,Insults and Flaming
56,Non-Toxic
need to move,Non-Toxic
or we lose,Non-Toxic
хуйлдо свет,Non-Toxic
bour there,Non-Toxic
lt pidar,Non-Toxic
stfu ape,Insults and Flaming
56,Non-Toxic
move,Non-Toxic
GL,Non-Toxic
opas,Non-Toxic
TRY TO TAKE DITCH,Non-Toxic
pls spot,Non-Toxic
spot elc,Non-Toxic
prigetto,Non-Toxic
let push city,Non-Toxic
all in there,Non-Toxic
su also,Non-Toxic
och arty...,Non-Toxic
gg,Non-Toxic
Im Spotted at K7!,Non-Toxic
Im Spotted at K6!,Non-Toxic
Im Spotted at K6!,Non-Toxic
cap,Non-Toxic
niceARL,Non-Toxic
we will lose,Other Offensive Texts
nobbwz,Insults and Flaming
"idiots, T 55 is reloading",Non-Toxic
ty go back,Non-Toxic
they,Non-Toxic
focus,Non-Toxic
wait arti,Non-Toxic
to work,Non-Toxic
arti focus wz,Non-Toxic
check other side,Non-Toxic
this arti,Non-Toxic
.......,Non-Toxic
PL pleas,Non-Toxic
1 go for sacrifice,Non-Toxic
arti,Non-Toxic
and you vz go after td,Non-Toxic
yea mby,Non-Toxic
go arti,Non-Toxic
gg,Non-Toxic
gj,Non-Toxic
GG,Non-Toxic
nice,Non-Toxic
GJ,Non-Toxic
watch out for cap,Non-Toxic
wtf,Other Offensive Texts
"is, dont push it",Non-Toxic
IS 4 you wrote to us go to cap and you went other side,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
get down amx,Non-Toxic
?,Non-Toxic
cant be spotted here,Non-Toxic
Im Spotted at K7!,Non-Toxic
omg,Non-Toxic
XD,Non-Toxic
!,Non-Toxic
cap,Non-Toxic
b??ts..,Non-Toxic
why you keep peaking?,Non-Toxic
sry,Non-Toxic
np,Non-Toxic
wp,Non-Toxic
283 you idiot,Insults and Flaming
cap,Non-Toxic
cap idiots,Insults and Flaming
go,Non-Toxic
kill him idiot!,Insults and Flaming
283 go on mid and take don cent,Non-Toxic
wow,Non-Toxic
nice su,Non-Toxic
need an accurate td at K5 perch,Non-Toxic
stop camoing G1 people,Insults and Flaming
camping heavies i swear,Insults and Flaming
except caliban,Non-Toxic
Im Spotted at H0!,Non-Toxic
ty,Non-Toxic
Im Spotted at G9!,Non-Toxic
6k,Non-Toxic
dmg,Non-Toxic
gg,Non-Toxic
nice e50,Non-Toxic
gg,Non-Toxic
g,Non-Toxic
Im Spotted at G8!,Non-Toxic
Im Spotted at G7!,Non-Toxic
Im Spotted at G7!,Non-Toxic
Im Spotted at G7!,Non-Toxic
what a fu cking w hore,Insults and Flaming
team,Non-Toxic
all to me,Non-Toxic
one one fucking heavy go leeft,Insults and Flaming
pfu rig ht,Non-Toxic
what a fucking idsiots,Insults and Flaming
trully noob t34,Insults and Flaming
trully,Non-Toxic
Char Futur 4,Non-Toxic
omg,Non-Toxic
*** borat,Insults and Flaming
spot lynx,Non-Toxic
fack u,Insults and Flaming
why,Non-Toxic
yep report,Non-Toxic
ok,Non-Toxic
disabled cancers,Insults and Flaming
amx go forward,Non-Toxic
KILL THE AMX BRO WTF,Insults and Flaming
thank you!!!!!,Non-Toxic
thx for the help,Non-Toxic
like seriously thank u,Non-Toxic
my rng isn't good today,Non-Toxic
some fucking help,Other Offensive Texts
arty,Non-Toxic
.,Non-Toxic
fuuuuck,Insults and Flaming
at last he didn't snap me,Non-Toxic
fuuuuuuuuuuuuuuck,Insults and Flaming
i needed that t49 dead,Non-Toxic
welp,Non-Toxic
gg,Non-Toxic
bye bye 110e4....,Non-Toxic
bb,Non-Toxic
dont die,Non-Toxic
SORRY PING,Non-Toxic
idioits,Insults and Flaming
PING PRIDYROK,Non-Toxic
woooow,Non-Toxic
nice,Non-Toxic
yep,Non-Toxic
how much u got damage,Non-Toxic
good man,Non-Toxic
not much,Non-Toxic
i need 200 spotting damage,Non-Toxic
"me 3,4k",Non-Toxic
let me kill all them please,Non-Toxic
2.6 k damage hahah,Non-Toxic
f*ck,Other Offensive Texts
"dont kill tgme,",Non-Toxic
them,Non-Toxic
please,Non-Toxic
fine,Non-Toxic
i need kills,Non-Toxic
noo,Non-Toxic
gg,Non-Toxic
wath you need e43?,Non-Toxic
e4?,Non-Toxic
dont die e4,Non-Toxic
i will soon,Non-Toxic
dont,Non-Toxic
hes coming,Non-Toxic
where is arta&gt;&quot;?,Non-Toxic
sorry,Non-Toxic
loool,Non-Toxic
yaaaaaaah,Non-Toxic
hhhhhhh,Non-Toxic
haha i managed to get behind him he was powerless,Non-Toxic
he kill hemself,Non-Toxic
100,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
Im Spotted at E7!,Non-Toxic
que onda? bufearon las artys? porque pegan como padrastro alcoholico,Non-Toxic
secure east of the rail line,Non-Toxic
we dont need the 1 line in encounter,Non-Toxic
what the hell ar eyou all doing??,Non-Toxic
dude STFU,Other Offensive Texts
they arent gonna push you guys because its an encounter,Non-Toxic
they got this,Non-Toxic
yes they are,Non-Toxic
y AMX sali a marcar,Non-Toxic
really got them,Non-Toxic
you guys sure outsmarted them,Non-Toxic
jajajaj estamos tiudos de este lado,Non-Toxic
holy crap its almost like playing the wrong side of the map was stupid,Other Offensive Texts
not even gonna try to stop the cap?,Other Offensive Texts
i dont have enough bot reports,Insults and Flaming
i believe mephisto was the one that said to shut up because this plan was brilliant,Non-Toxic
support you top tier,Non-Toxic
report our bz 176 pls,Non-Toxic
get this bot banned,Insults and Flaming
pls everybody report our bz 176,Non-Toxic
fff.........of,Other Offensive Texts
moron,Insults and Flaming
12t animal,Insults and Flaming
play time down,Non-Toxic
push,Non-Toxic
i belive in yyou,Non-Toxic
nice??,Non-Toxic
gg,Non-Toxic
Im Spotted at H9!,Non-Toxic
Im Spotted at H9!,Non-Toxic
Useless UDES 16,Insults and Flaming
What an Idiot,Insults and Flaming
fakiing 10tier,Non-Toxic
faking wg,Insults and Flaming
faking type 5h,Non-Toxic
he,Non-Toxic
T95... wtf,Insults and Flaming
shit boys,Insults and Flaming
gg,Non-Toxic
gg,Non-Toxic
Im Spotted at J6!,Non-Toxic
Im Spotted at J7!,Non-Toxic
ok.. other all brain dead,Insults and Flaming
yeah,Non-Toxic
me too,Non-Toxic
wtf udes,Insults and Flaming
Im Spotted at J7!,Non-Toxic
dw,Non-Toxic
wtf,Other Offensive Texts
fv,Non-Toxic
fv,Non-Toxic
10 med?,Non-Toxic
go hill,Non-Toxic
Im gonna die Lol,Non-Toxic
I have no depresion,Non-Toxic
See?,Non-Toxic
COMET OMG,Non-Toxic
little spot dmg,Non-Toxic
thanks,Non-Toxic
"no lights, Bourrasque spot :P",Non-Toxic
TRY TO TAKE DITCH,Non-Toxic
pls spot,Non-Toxic
spot elc,Non-Toxic
prigetto,Non-Toxic
let push city,Non-Toxic
all in there,Non-Toxic
su also,Non-Toxic
och arty...,Non-Toxic
gg,Non-Toxic
Wakey Wakey .... left side,Non-Toxic
at our cap,Non-Toxic
VK OUR CAP,Non-Toxic
Wow,Non-Toxic
VK _ idiot,Insults and Flaming
useless idiot,Insults and Flaming
gj,Non-Toxic
gj,Non-Toxic
found him! lol,Non-Toxic
gg,Non-Toxic
Good game,Non-Toxic
gg,Non-Toxic
Im Spotted at D2!,Non-Toxic
Im Spotted at E1!,Non-Toxic
Im Spotted at D1!,Non-Toxic
fagots,Hate and Harassment
"94,78%",Non-Toxic
"95,00 I thnink i have it",Non-Toxic
Im Spotted at B3!,Non-Toxic
Im Spotted at C4!,Non-Toxic
Im Spotted at C4!,Non-Toxic
herd of stupid Pindos!,Insults and Flaming
elc there,Non-Toxic
he will out spot me,Non-Toxic
good kill,Non-Toxic
gj,Non-Toxic
e100 first,Non-Toxic
arty,Non-Toxic
where?,Non-Toxic
nice,Non-Toxic
sry,Non-Toxic
good try,Non-Toxic
good kill,Non-Toxic
winnable,Non-Toxic
good luck,Non-Toxic
winnable,Non-Toxic
u can do this,Non-Toxic
go to the other side,Non-Toxic
great job,Non-Toxic
nsss,Non-Toxic
LOSE - LEFT ZERO DEF,Non-Toxic
cz/sk?,Non-Toxic
??i,Non-Toxic
pic,Non-Toxic
rus,Non-Toxic
Polter_65 is afk?,Non-Toxic
gg,Non-Toxic
jebat,Non-Toxic
gg,Non-Toxic
ty for help progetto,Non-Toxic
dobry,Non-Toxic
пидары,Insults and Flaming
gg,Non-Toxic
oi noob,Insults and Flaming
and the next waste of time match,Other Offensive Texts
on to the next MORON TEAM,Insults and Flaming
all bots run,Non-Toxic
gg,Non-Toxic
SPOTED,Non-Toxic
nice spot,Non-Toxic
amx,Non-Toxic
SPOTED,Non-Toxic
tzhx,Non-Toxic
idiot,Insults and Flaming
SPOTED,Non-Toxic
SPOTED,Non-Toxic
SPOTED,Non-Toxic
SPOTED,Non-Toxic
just spot it with light,Non-Toxic
wtf,Other Offensive Texts
good job idiots,Insults and Flaming
great spot,Non-Toxic
monkeys,Insults and Flaming
GG IDIOT TEAM,Insults and Flaming
SPOTED,Non-Toxic
kids noob,Insults and Flaming
SPOTED,Non-Toxic
SPOTED,Non-Toxic
176 ****I,Non-Toxic
Im Spotted at E7!,Non-Toxic
stb on hills,Non-Toxic
Im Spotted at F6!,Non-Toxic
Im Spotted at G6!,Non-Toxic
yea,Non-Toxic
blind bush pls,Non-Toxic
Im Spotted at F6!,Non-Toxic
Im Spotted at F6!,Non-Toxic
Im Spotted at B9!,Non-Toxic
gg,Non-Toxic
useless,Insults and Flaming
Im Spotted at E2!,Non-Toxic
Im Spotted at E2!,Non-Toxic
skoda push,Non-Toxic
scout,Non-Toxic
arty use splash,Non-Toxic
nice,Non-Toxic
1 enemy,Non-Toxic
go skoda,Non-Toxic
now &lt;you arty ;D,Non-Toxic
arty is a failer probably,Non-Toxic
;C,Non-Toxic
yes arty is a misser,Non-Toxic
3 minute,Non-Toxic
arty you should delete this game?,Insults and Flaming
haha,Non-Toxic
skoda push a frack,Non-Toxic
arty move,Non-Toxic
he dont know how to move,Non-Toxic
he just still on 1 place,Non-Toxic
yeah... arty you are the MAN,Non-Toxic
go arty,Non-Toxic
stay in base so you can miss t69,Non-Toxic
go cap,Non-Toxic
he is a idiot,Insults and Flaming
01:40,Non-Toxic
cap,Non-Toxic
b-c shut up pls...,Non-Toxic
2 cap,Non-Toxic
arty brain,Insults and Flaming
arty wait,Non-Toxic
arty is too slow for cap,Insults and Flaming
skoda first,Non-Toxic
i will shut up.. but that arty... what a misser,Other Offensive Texts
see? no brain,Insults and Flaming
he can not win ;D,Other Offensive Texts
gg :D,Non-Toxic
gg,Non-Toxic
Всім приві та класної гри :),Non-Toxic
И тебе того же,Non-Toxic
Душите чертей,Non-Toxic
Artillery (G.W. Panther) damaged me and now is on reload!,Non-Toxic
Artillery (G.W. Panther) damaged me and now is on reload!,Non-Toxic
wz131 gj bot JUDE,Non-Toxic
Im Spotted at G5!,Non-Toxic
Im Spotted at G5!,Non-Toxic
sure..,Non-Toxic
t0-34- get in the fight,Non-Toxic
trash ass T-34-01 get IN THE FIGHT,Insults and Flaming
gj,Non-Toxic
zhx,Non-Toxic
"Une saloperie me vois, je suis spot Bordel C7!",Non-Toxic
"Une saloperie me vois, je suis spot Bordel D7!",Non-Toxic
..,Non-Toxic
cap,Non-Toxic
iam low ammo,Non-Toxic
11 ammo left,Non-Toxic
but iam not,Non-Toxic
3 ammo left,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
sry,Non-Toxic
fk idiots td,Insults and Flaming
you mather facker IS2,Insults and Flaming
what a idiot,Insults and Flaming
tomato *******,Insults and Flaming
facking MONGOL,Insults and Flaming
2 time IS2 push me,Non-Toxic
2 FACKING TIME,Insults and Flaming
moron omg,Insults and Flaming
e 3,Non-Toxic
hellcat go cap,Non-Toxic
DELETE BOTS,Insults and Flaming
ffs,Other Offensive Texts
wow,Non-Toxic
sz??p volt ;),Non-Toxic
k??szi,Non-Toxic
10 k,Non-Toxic
arty,Non-Toxic
WTF???,Other Offensive Texts
T110E4 go i will suport you from behind,Non-Toxic
arty ?,Non-Toxic
wasup,Non-Toxic
***,Insults and Flaming
trash TS,Insults and Flaming
how to die in 30sec??????????,Other Offensive Texts
GO CITY,Non-Toxic
party? or idiots?,Insults and Flaming
next bot team,Insults and Flaming
watch your back pus.y's,Insults and Flaming
all morons at right and all will die...hahahahahhaha,Other Offensive Texts
gg imbecil,Insults and Flaming
imbecil kiler tetris,Insults and Flaming
wonderful,Non-Toxic
хахаха,Non-Toxic
t57,Non-Toxic
vz 55?,Non-Toxic
bro?..,Non-Toxic
whu did you left us here bro?..,Non-Toxic
bc here,Non-Toxic
faqqq,Non-Toxic
GC finish Type,Non-Toxic
he s reloading bro,Non-Toxic
wait and let them bc come out,Non-Toxic
so we will make move,Non-Toxic
bc must die,Non-Toxic
push him ?,Non-Toxic
im going,Non-Toxic
arta rdy,Non-Toxic
lets kill him,Non-Toxic
shit,Other Offensive Texts
gg,Non-Toxic
get and spot hill dont stop at the begin,Non-Toxic
get plataue,Non-Toxic
Im Spotted at F5!,Non-Toxic
Im Spotted at F5!,Non-Toxic
e75,Non-Toxic
e75 is sniping,Non-Toxic
Im Spotted at F5!,Non-Toxic
ts 5 just wait in the back,Non-Toxic
Im Spotted at F4!,Non-Toxic
bind there pls,Non-Toxic
Im Spotted at F3!,Non-Toxic
"any clue, where amx is?",Non-Toxic
Im Spotted at F3!,Non-Toxic
lorr,Non-Toxic
amx,Non-Toxic
Im Spotted at F3!,Non-Toxic
Im Spotted at F3!,Non-Toxic
push a little and i will go full in,Non-Toxic
wait,Non-Toxic
14 ?,Non-Toxic
frag,Non-Toxic
lol,Non-Toxic
xd,Non-Toxic
Make that 14 :),Non-Toxic
i take one shoot,Non-Toxic
GG,Non-Toxic
xd,Non-Toxic
gg animals,Insults and Flaming
ggs,Non-Toxic
gl,Non-Toxic
arty,Non-Toxic
here,Non-Toxic
just go,Non-Toxic
gg,Non-Toxic
gg ladies,Non-Toxic
"Ronaldo_Chacha[009] (Tiger 131), you're blocking my line of fire!",Non-Toxic
too late dude,Non-Toxic
too late,Non-Toxic
ayudale,Non-Toxic
you got to help him ikv,Non-Toxic
you dont have enough time to cap,Non-Toxic
hello^,Non-Toxic
dont get too close,Non-Toxic
bruh,Non-Toxic
ap,Non-Toxic
wow gg,Non-Toxic
persze,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
сюдааа,Non-Toxic
УЙДИ С БАЗЫ,Non-Toxic
#idiot lights...,Insults and Flaming
nice team,Non-Toxic
kill that stupid vk,Other Offensive Texts
grate shot,Non-Toxic
good,Non-Toxic
what now,Non-Toxic
"TAKE COVER , WAIT UNTIL HE COMES!",Non-Toxic
sry for caps,Non-Toxic
i dont think he will,Non-Toxic
is it kanjpz?,Non-Toxic
no dicker max,Non-Toxic
the problem is that i can die with one shot,Non-Toxic
maybe kan is nearby,Non-Toxic
oh shit,Non-Toxic
damn,Non-Toxic
arty,Non-Toxic
yesss,Non-Toxic
kanjpz can low roll,Non-Toxic
he did,Non-Toxic
yess,Non-Toxic
move move,Non-Toxic
arty,Non-Toxic
wp,Non-Toxic
my heart is gonna explode,Non-Toxic
damn chill,Non-Toxic
u got this bro,Non-Toxic
more in the city,Non-Toxic
nice,Non-Toxic
take your time,Non-Toxic
wp,Non-Toxic
gg,Non-Toxic
gj bro,Non-Toxic
hasta la vista,Non-Toxic
вот и подкруточки,Non-Toxic
Засвет в квадрате E1!!!,Non-Toxic
орк-уймись,Non-Toxic
орк на 34,Non-Toxic
heil hitler,Hate and Harassment
we need spots here!,Non-Toxic
stay there,Non-Toxic
neklikej furt blbe,Insults and Flaming
gg,Non-Toxic
gg,Non-Toxic
aahhaha,Non-Toxic
lol,Non-Toxic
arty,Non-Toxic
3,Non-Toxic
obj focus on oho,Non-Toxic
ffs,Non-Toxic
of course fing from LT,Non-Toxic
?,Non-Toxic
thanks is03,Non-Toxic
???,Non-Toxic
vk full hp bot,Non-Toxic
no kurwa jebana,Insults and Flaming
3 dingi od pierdolonych papier??w,Other Offensive Texts
od lajta i kurwa 2 boki ci????kich czo??g??w,Insults and Flaming
co jest kurwa nie tak z t?? jeban?? gra,Insults and Flaming
gg,Non-Toxic
wtf,Non-Toxic
boubou,Non-Toxic
don't die,Non-Toxic
OI are u stupid?,Insults and Flaming
"ok report, ban incoming with replay",Other Offensive Texts
report paltoon 1 pls,Non-Toxic
"GH87[DX303] (T71 DA), you're blocking my line of fire!",Non-Toxic
5k,Non-Toxic
"6,8k",Non-Toxic
8k,Non-Toxic
Im Spotted at F2!,Non-Toxic
Im Spotted at J3!,Non-Toxic
Im Spotted at K2!,Non-Toxic
gg,Non-Toxic
bot team again,Insults and Flaming
gg,Non-Toxic
brawooo,Non-Toxic
camper lights lol,Non-Toxic
what do you expect me to do Matilda?,Non-Toxic
Cats are cool.,Non-Toxic
I am speed!,Non-Toxic
thx jg e100,Non-Toxic
"a little to late, mates",Non-Toxic
go go power rangers!,Non-Toxic
gg,Non-Toxic
&lt;3,Non-Toxic
KNAI,Non-Toxic
NICE ARTY LOL,Non-Toxic
we need to get em in a crossfire here,Non-Toxic
behind you,Non-Toxic
behind yu,Non-Toxic
GG,Non-Toxic
... OI,Non-Toxic
"artties, is that difficult to attack enemy artties?",Non-Toxic
push him,Non-Toxic
arty,Non-Toxic
nice,Non-Toxic
gl hf,Non-Toxic
leopard is mid,Non-Toxic
gg then,Non-Toxic
gl team,Non-Toxic
idiot cent,Non-Toxic
should have went down,Non-Toxic
bruh and what are you doing,Non-Toxic
so leo has to push you,Non-Toxic
and THEN I CAN SEE HIM,Non-Toxic
there is FV4005 looking at me position,Non-Toxic
HE CANT SEE YOU THERE,Non-Toxic
if I went down he would end me,Non-Toxic
he exactly could cuz he shoot and me and didnt pen,Non-Toxic
no he wouldn't,Non-Toxic
I know that position,Non-Toxic
sorry m8,Non-Toxic
so you need to acknowledge this possition even more,Non-Toxic
thx for block jg,Non-Toxic
ggs,Non-Toxic
GG,Non-Toxic
what a battle,Non-Toxic
bc spot ?,Non-Toxic
zin move,Non-Toxic
you can do this!,Non-Toxic
may the best elc win,Non-Toxic
??spot hill),Non-Toxic
elc go now,Non-Toxic
its clear,Non-Toxic
ELC Spot please,Non-Toxic
ohhh,Non-Toxic
go zvzn,Non-Toxic
even*,Non-Toxic
gg,Non-Toxic
gj,Non-Toxic
no cap wtf,Non-Toxic
dont take,Non-Toxic
nice,Non-Toxic
дебіли,Insults and Flaming
wp tvp,Non-Toxic
DEFEND BASE FU RETARDS,Insults and Flaming
FU RETARD BOT TEAM,Insults and Flaming
udes,Non-Toxic
Засвет в квадрате F0!!!,Non-Toxic
omg,Non-Toxic
****** morons,Non-Toxic
ex kill,Non-Toxic
sus,Non-Toxic
bloddy camper morons,Insults and Flaming
THX ARTY ...................................................................................................................................,Non-Toxic
amx i love u,Non-Toxic
want to make lord austin iv,Non-Toxic
jeil,Non-Toxic
austin iv will be great but you are the one with the special frame,Non-Toxic
just the holy one,Non-Toxic
FUCK??NG B??THCH,Insults and Flaming
gg,Non-Toxic
bog mnogo voli retarde izgleda,Non-Toxic
PA DA,Non-Toxic
da potvdi situaciju,Non-Toxic
talk noemal,Non-Toxic
noemal ?,Non-Toxic
sorry... normal,Non-Toxic
sure thing,Non-Toxic
Im Spotted at G8!,Non-Toxic
Im Spotted at J5!,Non-Toxic
Im Spotted at J5!,Non-Toxic
Im Spotted at F2!,Non-Toxic
Im Spotted at F2!,Non-Toxic
ali ovi nevidljivi OMG vise,Non-Toxic
Im Spotted at D4!,Non-Toxic
Im Spotted at A7!,Non-Toxic
Я обнаружен в E3!,Non-Toxic
Засвет в квадрате F3!!!,Non-Toxic
Я обнаружен в F3!,Non-Toxic
183 п и дорка,Insults and Flaming
соси мраз,Non-Toxic
Засвет в квадрате D4!!!,Non-Toxic
сосать твоя задача,Non-Toxic
ты же п и дорка,Insults and Flaming
Засвет в квадрате E3!!!,Non-Toxic
вз даун,Non-Toxic
тащи,Non-Toxic
Засвет в квадрате D3!!!,Non-Toxic
красава,Non-Toxic
Засвет в квадрате C5!!!,Non-Toxic
Засвет в квадрате E6!!!,Non-Toxic
митыап,Non-Toxic
heavys,Non-Toxic
wtf,Non-Toxic
sry,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
arka gdynia,Insults and Flaming
to kurwa ??winia,Insults and Flaming
jebabnan arka gdynia,Insults and Flaming
kurwea swinia !,Non-Toxic
juventus to stara dama,Insults and Flaming
ty kurwo jebabna,Insults and Flaming
SUKO,Insults and Flaming
co si?? robi z artami?,Non-Toxic
JEBIE,Other Offensive Texts
JEBIE,Other Offensive Texts
arka gdynia klub wspania??y,Insults and Flaming
same kurwy i peda??y,Hate and Harassment
speed?,Non-Toxic
zzz,Non-Toxic
Im Spotted at E6!,Non-Toxic
aim strv,Non-Toxic
fk idiot leo,Insults and Flaming
dno amo,Non-Toxic
back,Non-Toxic
fast back,Non-Toxic
nara,Non-Toxic
good luck all,Non-Toxic
I push to K-0...help pls,Non-Toxic
